soc_code_2019_untrimmed,title,major_occ_category,task_comp_nat,task_comp_ut,freq_mean,tot_emp_nat,tot_emp_ut,ai_task_comp_nat,ai_task_comp_ut,pct_automated_nat,pct_automated_ut,ut_share_of_nat,ut_concentration_index
11-3031.01,Treasurers and Controllers,Management Occupations,9755610.406215385,103321.61713846153,11.917141538461538,818620.0,8670.0,4772470.534023076,50545.2096576923,48.92026572711938,48.92026572711938,0.010590994600669418,0.9939967503332643
11-3031.03,Investment Fund Managers,Management Occupations,30074163.70826154,318515.3054538461,36.737636153846154,818620.0,8670.0,19598243.26696923,207564.88862307693,65.16637821448543,65.16637821448545,0.01059099460066942,0.9939967503332644
11-3051.00,Industrial Production Managers,Management Occupations,3881767.2143153846,37926.64442692308,16.561853461538462,234380.0,2290.0,327289.0433153846,3197.7639269230767,8.431444371738493,8.431444371738493,0.009770458230224422,0.9169869399703144
11-3051.01,Quality Control Systems Managers,Management Occupations,6802797.196561539,66466.4458576923,29.024648846153845,234380.0,2290.0,906646.2945000001,8858.34975,13.327551421910133,13.327551421910133,0.00977045823022442,0.9169869399703142
11-3051.02,Geothermal Production Managers,Management Occupations,5157451.309338462,50390.66259230769,22.004656153846156,234380.0,2290.0,232981.2922769231,2276.333984615385,4.51737259942852,4.51737259942852,0.009770458230224422,0.9169869399703144
11-3051.03,Biofuels Production Managers,Management Occupations,6401449.12143077,62545.091253846156,27.312266923076923,234380.0,2290.0,0.0,0.0,0.0,0.0,,
11-3051.04,Biomass Power Plant Managers,Management Occupations,6470586.0831,63220.59105,27.607245,234380.0,2290.0,162150.9351076923,1584.2889384615385,2.5059698306340623,2.5059698306340628,0.009770458230224422,0.9169869399703144
11-3051.06,Hydroelectric Production Managers,Management Occupations,4036669.0464615384,39440.10630769231,17.222753846153847,234380.0,2290.0,0.0,0.0,0.0,0.0,,
11-3061.00,Purchasing Managers,Management Occupations,1297151.7996461538,7983.4551923076915,15.966910384615383,81240.0,500.0,463946.9230615384,2855.4094230769224,35.766586700808425,35.766586700808425,0.006154603643525357,0.5776280936699559
11-3071.00,"Transportation, Storage, and Distribution Managers",Management Occupations,5219563.607307692,63712.983,24.50499346153846,213000.0,2600.0,1339139.9296153847,16346.309000000001,25.656166499063467,25.656166499063467,0.012206572769953052,1.145623628707444
11-3071.04,Supply Chain Managers,Management Occupations,2135131.006153846,26062.631999999998,10.02408923076923,213000.0,2600.0,177410.3215384615,2165.571999999999,8.309107077136337,8.309107077136337,0.01220657276995305,1.1456236287074437
11-3111.00,Compensation and Benefits Managers,Management Occupations,144427.84978846152,1223.3549807692307,7.196205769230768,20070.0,170.0,66960.73748076922,567.1811346153845,46.36276007629021,46.3627600762902,0.008470353761833582,0.7949682188397637
11-3121.00,Human Resources Managers,Management Occupations,3016879.0499076922,28976.149003846152,13.998139615384614,215520.0,2070.0,979595.6785846154,9408.700142307693,32.470498895691165,32.47049889569117,0.009604677060133631,0.9014278777150776
11-3131.00,Training and Development Managers,Management Occupations,225863.96110769227,2511.8323076923075,5.023664615384615,44960.0,500.0,160507.6668923077,1785.0051923076921,71.06386787212034,71.06386787212033,0.011120996441281138,1.0437390197897514
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Management Occupations,111296.43807692306,1224.0725,18.831884615384613,5910.0,65.0,17571.13238076923,193.252725,15.787686186888441,15.78768618688844,0.010998307952622672,1.032224335510514
11-9021.00,Construction Managers,Management Occupations,3542852.23845,50549.69605,10.170964999999999,348330.0,4970.0,1650295.0985769231,23546.54103846154,46.580974522915135,46.580974522915135,0.014268079120374358,1.339102210311163
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Management Occupations,1319669.5139846154,10134.295346153845,18.42599153846154,71620.0,550.0,381212.76566153846,2927.4926153846154,28.88698735719848,28.88698735719848,0.007679419156660151,0.7207366233275894
11-9032.00,"Education Administrators, Kindergarten through Secondary",Management Occupations,5998869.808296153,52738.554457692306,18.768168846153845,319630.0,2810.0,1104770.9760192307,9712.50021153846,18.416318595402497,18.416318595402494,0.00879141507367894,0.8251007902048598
11-9033.00,"Education Administrators, Postsecondary",Management Occupations,3399529.7362076924,47210.338134615384,19.269525769230768,176420.0,2450.0,1381837.6057846153,19190.01323076923,40.64790465183896,40.647904651838964,0.013887314363450856,1.3033662907593322
11-9041.00,Architectural and Engineering Managers,Management Occupations,2924808.6847,34484.76532307693,13.905147307692308,210340.0,2480.0,441357.231,5203.793538461538,15.090123101342964,15.09012310134296,0.011790434534563087,1.10656780163329
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Management Occupations,4531095.1737,53423.58101538462,21.541766538461538,210340.0,2480.0,176051.74850000002,2075.7266153846153,3.8854127258651188,3.8854127258651188,0.011790434534563087,1.10656780163329
11-9051.00,Food Service Managers,Management Occupations,15459950.063007694,127867.58026153847,63.30078230769231,244230.0,2020.0,1400696.435976923,11585.009215384616,9.060161451158148,9.06016145115815,0.008270892191786432,0.7762481495810458
11-9071.00,Gambling Managers,Management Occupations,208125.23921538462,2297.486406923077,45.04875307692308,4620.0,51.0,7945.888246153846,87.71435076923078,3.8178398141951475,3.8178398141951475,0.011038961038961041,1.0360397501372764
11-9081.00,Lodging Managers,Management Occupations,1749823.7902307692,19254.4093,42.31738307692308,41350.0,455.0,512251.8791538462,5636.6289,29.27448363736612,29.274483637366117,0.011003627569528414,1.0327235975833124
11-9111.00,Medical and Health Services Managers,Management Occupations,10661587.530676924,93833.42623846153,18.84205346153846,565840.0,4980.0,4509603.775261538,39689.358830769226,42.2976762352315,42.297676235231506,0.008801074508695036,0.8260073572817092
11-9121.00,Natural Sciences Managers,Management Occupations,1200077.1593461537,13681.855192307692,11.897265384615384,100870.0,1150.0,372691.4499,4248.9855,31.055623965300367,31.055623965300367,0.011400812927530484,1.0700006400160464
11-9121.01,Clinical Research Coordinators,Management Occupations,2941782.8445923077,33538.71588461538,29.164100769230767,100870.0,1150.0,800053.1207307692,9121.255961538462,27.196199141668664,27.196199141668664,0.011400812927530484,1.0700006400160464
11-9121.02,Water Resource Specialists,Management Occupations,996863.9141999999,11365.059,9.88266,100870.0,1150.0,151319.93651923075,1725.1702884615381,15.179598174206912,15.179598174206912,0.011400812927530484,1.0700006400160464
11-9131.00,Postmasters and Mail Superintendents,Management Occupations,301335.21450384613,2400.208080769231,21.820073461538463,13810.0,110.0,0.0,0.0,0.0,0.0,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Management Occupations,4577611.797415385,49535.24093076923,15.43153923076923,296640.0,3210.0,2903115.050584615,31415.18106923077,63.41986125218776,63.41986125218777,0.010821197411003238,1.0156019776057754
11-9151.00,Social and Community Service Managers,Management Occupations,3901607.0141,40315.341799999995,19.95809,195490.0,2020.0,770747.5958615383,7964.142123076922,19.754618880787763,19.754618880787767,0.010333009361092639,0.9697840583773021
11-9161.00,Emergency Management Directors,Management Occupations,52149.507092307686,746.7709846153845,4.148727692307691,12570.0,180.0,2967.1436653846145,42.48893076923075,5.689686884542545,5.689686884542544,0.014319809069212408,1.3439572218543354
11-9171.00,Funeral Home Managers,Management Occupations,206782.37723076923,2679.3448269230767,15.760851923076922,13120.0,170.0,14104.989046153845,182.76281538461535,6.821175592933952,6.821175592933952,0.01295731707317073,1.216083243301376
11-9179.01,Fitness and Wellness Coordinators,Management Occupations,204348.30261923076,2259.7143092307692,19.480295769230768,10490.0,116.0,57385.8839076923,634.5817476923077,28.082388339981172,28.082388339981172,0.01105815061963775,1.037840750095458
11-9179.02,Spa Managers,Management Occupations,427354.80108846154,4725.753758461538,40.73925653846154,10490.0,116.0,147305.8007923077,1628.9297323076923,34.46920460870538,34.469204608705375,0.01105815061963775,1.037840750095458
11-9199.01,Regulatory Affairs Managers,Management Occupations,6081092.562353846,58692.595176923074,9.637536153846153,630980.0,6090.0,1537622.7850846152,14840.601542307691,25.285304726383544,25.285304726383544,0.009651652984246728,0.9058367097155555
11-9199.02,Compliance Managers,Management Occupations,14167251.726815384,136737.3974076923,22.452774615384616,630980.0,6090.0,4058293.238084615,39169.2380423077,28.645592782142703,28.64559278214271,0.00965165298424673,0.9058367097155556
11-9199.08,Loss Prevention Managers,Management Occupations,9764933.631653845,94247.75082692307,15.475821153846153,630980.0,6090.0,2320381.3838153845,22395.51590769231,23.762387655085284,23.762387655085284,0.009651652984246728,0.9058367097155555
11-9199.09,Wind Energy Operations Managers,Management Occupations,10660457.09303077,102891.03251538462,16.89507923076923,630980.0,6090.0,795909.9207230769,7681.846361538461,7.46600182128588,7.466001821285878,0.009651652984246726,0.9058367097155553
11-9199.10,Wind Energy Development Managers,Management Occupations,3776027.004615384,36444.902307692304,5.984384615384615,630980.0,6090.0,941937.3794384615,9091.252719230768,24.94519711557001,24.945197115570007,0.009651652984246726,0.9058367097155553
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Management Occupations,3289709.8477384606,31751.137869230763,5.213651538461537,630980.0,6090.0,0.0,0.0,0.0,0.0,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations Occupations,376402.44835384615,3441.0913,26.469933076923077,14220.0,130.0,163302.3760846154,1492.91905,43.38504619159625,43.38504619159625,0.009142053445850914,0.8580092577872207
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations Occupations,4561914.542076923,50256.9513323077,28.107914615384615,162300.0,1788.0,892083.4481538462,9827.758504615385,19.555023223817418,19.555023223817415,0.011016635859519409,1.0339444647885156
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations Occupations,3254423.4324230766,35852.79788769231,20.051900384615383,162300.0,1788.0,667071.9766153846,7348.889058461538,20.49739348511011,20.49739348511011,0.011016635859519409,1.0339444647885156
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations Occupations,4360544.437615384,48038.530218461536,26.867186923076922,162300.0,1788.0,1669860.0675,18396.240299999998,38.29476092699064,38.294760926990634,0.011016635859519407,1.0339444647885154
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations Occupations,20123297.739369232,137885.0313923077,65.97369923076923,305020.0,2090.0,3822676.406638462,26193.015834615388,18.996272162488438,18.996272162488438,0.006852009704281686,0.6430817535189279
13-1032.00,"Insurance Appraisers, Auto Damage",Business and Financial Operations Occupations,182667.22162692307,1875.9149846153846,23.448937307692308,7790.0,80.0,32562.116107692305,334.3991384615384,17.82592181436728,17.82592181436728,0.010269576379974325,0.9638306819973755
13-1041.00,Compliance Officers,Business and Financial Operations Occupations,14583969.62616923,140424.37506153845,36.664327692307694,397770.0,3830.0,3638439.97815,35033.37385,24.9482141790891,24.948214179089106,0.00962867989038892,0.903680615646891
13-1041.01,Environmental Compliance Inspectors,Business and Financial Operations Occupations,6045848.662257692,58213.541434615385,15.199358076923076,397770.0,3830.0,501938.77254230774,4833.007765384616,8.30220537400732,8.302205374007318,0.009628679890388918,0.9036806156468907
13-1041.03,Equal Opportunity Representatives and Officers,Business and Financial Operations Occupations,10563055.434403846,101708.2794423077,26.55568653846154,397770.0,3830.0,2945720.4633807694,28363.39938846154,27.887011307226174,27.887011307226174,0.009628679890388918,0.9036806156468907
13-1041.04,Government Property Inspectors and Investigators,Business and Financial Operations Occupations,3278084.836303846,31563.629542307688,8.241156538461537,397770.0,3830.0,1075742.3450076922,10357.978684615384,32.81618380019197,32.81618380019197,0.009628679890388918,0.9036806156468907
13-1041.06,Coroners,Business and Financial Operations Occupations,12729691.18371923,122570.12151153845,32.002642692307695,397770.0,3830.0,739546.2230769229,7120.853846153846,5.809616371705649,5.809616371705649,0.00962867989038892,0.903680615646891
13-1041.07,Regulatory Affairs Specialists,Business and Financial Operations Occupations,7165845.826546154,68997.63560769231,18.015048461538463,397770.0,3830.0,1700463.2312653847,16373.216119230769,23.730111872710864,23.73011187271086,0.009628679890388916,0.9036806156468906
13-1041.08,Customs Brokers,Business and Financial Operations Occupations,26179455.607176926,252073.59774615386,65.81556076923077,397770.0,3830.0,6531937.983173078,62893.93990384616,24.950625716534724,24.950625716534724,0.009628679890388918,0.9036806156468907
13-1051.00,Cost Estimators,Business and Financial Operations Occupations,1355131.3331846152,15432.18846153846,6.172875384615384,219530.0,2500.0,155853.0437653846,1774.8490384615384,11.500954922142006,11.500954922142007,0.011387965198378355,1.068794841929286
13-1071.00,Human Resources Specialists,Business and Financial Operations Occupations,23671072.81786154,269616.8889615385,25.80065923076923,917460.0,10450.0,13475128.822061539,153483.63546153848,56.92656571058993,56.92656571058991,0.011390142349530225,1.068999174123904
13-1074.00,Farm Labor Contractors,Business and Financial Operations Occupations,4117.635834615385,50.215071153846154,10.04301423076923,410.0,5.0,0.0,0.0,0.0,0.0,,
13-1075.00,Labor Relations Specialists,Business and Financial Operations Occupations,468818.8635692307,1524.2601230769228,7.2583815384615376,64590.0,210.0,88055.42278846152,286.29259615384615,18.78239755927789,18.782397559277893,0.0032512772875058064,0.3051421684238092
13-1081.00,Logisticians,Business and Financial Operations Occupations,4886196.8722,82321.34435,20.735855,235640.0,3970.0,2754825.2779538464,46412.563034615385,56.379743796804725,56.379743796804725,0.016847733831268034,1.5812105765497917
13-1081.01,Logistics Engineers,Business and Financial Operations Occupations,2383244.833846153,40152.27461538461,10.113923076923076,235640.0,3970.0,816435.6838769229,13755.09109230769,34.25731474509625,34.25731474509625,0.016847733831268037,1.581210576549792
13-1081.02,Logistics Analysts,Business and Financial Operations Occupations,10086125.83733846,169928.36349615385,42.80311423076923,235640.0,3970.0,5944310.10603077,100148.15447692308,58.93551401099079,58.93551401099077,0.016847733831268037,1.581210576549792
13-1111.00,Management Analysts,Business and Financial Operations Occupations,4840301.409461538,39907.172376923074,5.4148130769230765,893900.0,7370.0,3299718.3934615375,27205.419576923072,68.17175449056624,68.17175449056626,0.008244770108513258,0.7737965133689162
13-1121.00,"Meeting, Convention, and Event Planners",Business and Financial Operations Occupations,3809366.884823077,54593.28794615385,28.28667769230769,134670.0,1930.0,2119438.4282538462,30374.368207692307,55.63755060448272,55.63755060448271,0.014331328432464542,1.3450383487994675
13-1131.00,Fundraisers,Business and Financial Operations Occupations,2346779.698026923,14621.68036153846,22.15406115384615,105930.0,660.0,844864.2305653845,5263.9515923076915,36.001003045821136,36.001003045821136,0.006230529595015576,0.5847539729563517
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations Occupations,906916.3433730769,9479.344411538461,8.859200384615384,102370.0,1070.0,144052.26851153845,1505.6747807692304,15.883743805494513,15.883743805494511,0.010452280941682131,0.9809780555402856
13-1151.00,Training and Development Specialists,Business and Financial Operations Occupations,3766936.234680769,58668.299846153845,8.627691153846154,436610.0,6800.0,739422.0409884615,11516.158307692307,19.62926885198852,19.629268851988524,0.015574540207507846,1.4617175192610392
13-1161.00,Market Research Analysts and Marketing Specialists,Business and Financial Operations Occupations,7355767.129092307,113692.61733076922,8.541894615384615,861140.0,13310.0,6614835.317730769,102240.58582692307,89.92719864076273,89.92719864076273,0.015456255661100402,1.4506161582296389
13-1161.01,Search Marketing Strategists,Business and Financial Operations Occupations,17069857.230299998,263836.07745,19.822394999999997,861140.0,13310.0,14393047.259715384,222462.61818846152,84.31849818970296,84.31849818970295,0.015456255661100402,1.4506161582296389
13-1199.04,Business Continuity Planners,Business and Financial Operations Occupations,4376459.1996153835,35998.52984615384,3.8791519230769222,1128200.0,9280.0,1584930.5077692303,13036.833107692304,36.21490422916587,36.21490422916587,0.008225491934054245,0.7719871986173625
13-1199.05,Sustainability Specialists,Business and Financial Operations Occupations,5708399.101923076,46954.39076923076,5.059740384615385,1128200.0,9280.0,3470945.051307692,28550.23052307692,60.80417625562272,60.80417625562272,0.008225491934054245,0.7719871986173625
13-1199.06,Online Merchants,Business and Financial Operations Occupations,73865434.46346153,607579.5353846154,65.47193269230769,1128200.0,9280.0,39967127.20615385,328749.28246153845,54.108024269354416,54.1080242693544,0.008225491934054245,0.7719871986173625
13-2011.00,Accountants and Auditors,Business and Financial Operations Occupations,14161886.521499999,161733.90899999999,9.77835,1448290.0,16540.0,5991110.049061538,68420.66175384616,42.30446303863598,42.30446303863599,0.011420364705963587,1.071835633324844
13-2023.00,Appraisers and Assessors of Real Estate,Business and Financial Operations Occupations,1099536.0570403845,12099.177875,37.22823961538462,29535.0,325.0,195016.28799230768,2145.9385,17.736234000113832,17.736234000113832,0.011003893685457932,1.0327485733650144
13-2031.00,Budget Analysts,Business and Financial Operations Occupations,651969.1173,5252.242200000001,13.82169,47170.0,380.0,328134.93009615387,2643.444423076923,50.329827194125265,50.329827194125265,0.008055967776128894,0.7560768456775044
13-2041.00,Credit Analysts,Business and Financial Operations Occupations,1596081.7668038462,20374.503776923077,23.69128346153846,67370.0,860.0,1069182.214646154,13648.459323076924,66.98793488426294,66.98793488426294,0.012765325812676264,1.1980642850996768
13-2052.00,Personal Financial Advisors,Business and Financial Operations Occupations,2334375.1432615384,22611.885815384616,8.630490769230768,270480.0,2620.0,1435932.2343692307,13909.133592307691,61.512488192578054,61.51248819257804,0.00968648328896776,0.9091056387454727
13-2053.00,Insurance Underwriters,Business and Financial Operations Occupations,2530888.469030769,10797.706323076922,23.473274615384614,107820.0,460.0,191944.77182307694,818.9073923076924,7.584086543986833,7.584086543986834,0.004266369875718791,0.4004116659559214
13-2061.00,Financial Examiners,Business and Financial Operations Occupations,286857.8562692307,2739.371538461538,4.56561923076923,62830.0,600.0,66223.90744230768,632.4103846153845,23.08596609609784,23.08596609609784,0.009549578226961642,0.8962566862278635
13-2071.00,Credit Counselors,Business and Financial Operations Occupations,2370648.4061884615,22770.368896153846,84.33469961538462,28110.0,270.0,987106.9327153846,9481.28323846154,41.63868965716681,41.63868965716681,0.0096051227321238,0.9014697053740128
13-2072.00,Loan Officers,Business and Financial Operations Occupations,5378415.729188462,103484.47295,18.512428076923076,290530.0,5590.0,2096702.1558884615,40342.01305,38.983638704418794,38.9836387044188,0.019240698034626372,1.8057974762212987
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations Occupations,3186899.0175423077,189916.0819346154,59.534821923076926,53530.0,3190.0,835908.2768807693,49814.07441153846,26.22951879803867,26.229518798038665,0.059592751728002984,5.592959282342374
13-2082.00,Tax Preparers,Business and Financial Operations Occupations,3289218.747742308,65721.78278076922,44.708695769230765,73570.0,1470.0,955434.2354307693,19090.503276923075,29.047451954558245,29.047451954558245,0.019980970504281634,1.8752742776873295
13-2099.01,Financial Quantitative Analysts,Business and Financial Operations Occupations,1005153.9346538461,16640.83799230769,7.886653076923077,127450.0,2110.0,663329.4562499999,10981.75875,65.9928229280062,65.99282292800623,0.01655551196547666,1.5537846740802927
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations Occupations,2120057.172134615,35098.63188076923,16.63442269230769,127450.0,2110.0,1110564.1532115384,18385.958126923077,52.38368888388742,52.383688883887416,0.01655551196547666,1.5537846740802927
15-1211.00,Computer Systems Analysts,Computer and Mathematical Occupations,11835830.269384615,66811.3359923077,23.776276153846155,497800.0,2810.0,6634897.240538462,37452.91531923077,56.05772547871653,56.05772547871653,0.005644837284049819,0.5297849850807139
15-1211.01,Health Informatics Specialists,Computer and Mathematical Occupations,7412360.131769231,41841.56683461538,14.890237307692306,497800.0,2810.0,3808445.3216923075,21498.05414615384,51.379658489195435,51.37965848919542,0.005644837284049818,0.5297849850807138
15-1212.00,Information Security Analysts,Computer and Mathematical Occupations,2389953.011873077,22909.876723076923,13.31969576923077,179430.0,1720.0,1650986.2224923077,15826.206892307691,69.08027958250027,69.08027958250028,0.00958591094019952,0.8996666208233319
15-1221.00,Computer and Information Research Scientists,Computer and Mathematical Occupations,769683.2944,17401.883215384616,20.002164615384615,38480.0,870.0,427983.9432,9676.352146153846,55.605201037087745,55.605201037087745,0.02260914760914761,2.1219366167817095
15-1231.00,Computer Network Support Specialists,Computer and Mathematical Occupations,4510489.3294230765,30798.834615384614,30.798834615384614,146450.0,1000.0,2043606.7280576923,13954.296538461538,45.307871913735006,45.307871913735,0.006828269033799931,0.6408536200716589
15-1232.00,Computer User Support Specialists,Computer and Mathematical Occupations,17634547.81498846,271899.98567307694,25.29302192307692,697210.0,10750.0,10924590.462100001,168441.8575,61.949932466171084,61.949932466171084,0.01541859697938928,1.447081777498265
15-1241.00,Computer Network Architects,Computer and Mathematical Occupations,2869741.87815,27398.81235,16.212315,177010.0,1690.0,1759279.8552653845,16796.69485,61.30446325714553,61.30446325714553,0.009547483193039942,0.8960600609826882
15-1241.01,Telecommunications Engineering Specialists,Computer and Mathematical Occupations,1917793.1272346152,18310.09765,10.834377307692307,177010.0,1690.0,962071.203926923,9185.35865,50.165536118809285,50.165536118809285,0.009547483193039942,0.8960600609826882
15-1242.00,Database Administrators,Computer and Mathematical Occupations,627585.7130153846,6860.734769230769,8.575918461538462,73180.0,800.0,405517.54103846155,4433.096923076923,64.61548321265253,64.61548321265253,0.010931948619841488,1.025996312210926
15-1243.00,Database Architects,Computer and Mathematical Occupations,973730.0834653846,9471.205073076922,15.033658846153845,64770.0,630.0,797263.0725346153,7754.758926923077,81.87721485375648,81.8772148537565,0.009726725335803614,0.912882476076602
15-1243.01,Data Warehousing Specialists,Computer and Mathematical Occupations,435725.875776923,4238.185915384615,6.727279230769231,64770.0,630.0,415788.02561538457,4044.255923076923,95.42422167928673,95.42422167928673,0.009726725335803614,0.912882476076602
15-1244.00,Network and Computer Systems Administrators,Computer and Mathematical Occupations,6655998.797942308,51815.54138461538,20.893363461538463,318570.0,2480.0,3252496.899911538,25319.999723076922,48.86564734532469,48.86564734532469,0.007784788272593151,0.7306258322991689
15-1251.00,Computer Programmers,Computer and Mathematical Occupations,3363296.492,36733.92,30.6116,109870.0,1200.0,2566654.2653269228,28032.994615384614,76.31364857163247,76.31364857163247,0.010921998725766817,1.0250624846763754
15-1253.00,Software Quality Assurance Analysts and Testers,Computer and Mathematical Occupations,7881601.509,169624.0565,39.447455,199800.0,4300.0,3129890.8223076924,67360.01269230769,39.71135585494484,39.711355854944834,0.02152152152152152,2.019859631810941
15-1254.00,Web Developers,Computer and Mathematical Occupations,1719424.8592615386,38592.21406153846,21.80351076923077,78860.0,1770.0,1387244.8224307692,31136.486630769232,80.68074710904001,80.68074710904003,0.022444838955110322,2.1065157545942834
15-1255.01,Video Game Designers,Computer and Mathematical Occupations,1931472.4379230768,19765.51686923077,17.33817269230769,111400.0,1140.0,581229.5,5947.95,30.0925598827079,30.092559882707892,0.010233393177737882,0.9604347794598176
15-1299.01,Web Administrators,Computer and Mathematical Occupations,11516474.26523077,130267.37015384616,26.21073846153846,439380.0,4970.0,5198018.507030769,58796.83185384615,45.13550230146423,45.13550230146423,0.011311393326960717,1.0616083411117652
15-1299.02,Geographic Information Systems Technologists and Technicians,Computer and Mathematical Occupations,16014978.181246154,181151.71733076923,36.44903769230769,439380.0,4970.0,9380139.756369231,106102.45024615385,58.571042996196866,58.571042996196866,0.011311393326960717,1.0616083411117652
15-1299.03,Document Management Specialists,Computer and Mathematical Occupations,8183849.46293077,92570.74020384616,18.62590346153846,439380.0,4970.0,3612194.1846692306,40858.949196153844,44.138081975125246,44.138081975125246,0.011311393326960717,1.0616083411117652
15-1299.08,Computer Systems Engineers/Architects,Computer and Mathematical Occupations,9242391.084507693,104544.32083846153,21.035074615384612,439380.0,4970.0,4482062.316415384,50698.36977692307,48.494618713206364,48.49461871320637,0.011311393326960717,1.0616083411117652
15-1299.09,Information Technology Project Managers,Computer and Mathematical Occupations,10682897.400553845,120838.45436923076,24.313572307692304,439380.0,4970.0,2622912.877453846,29668.79921923077,24.55244845202635,24.55244845202635,0.011311393326960718,1.0616083411117654
15-2011.00,Actuaries,Computer and Mathematical Occupations,281908.5639,3183.1595076923077,9.947373461538461,28340.0,320.0,169844.48669999998,1917.792369230769,60.24807630897231,60.24807630897232,0.011291460832745237,1.0597376164798245
15-2021.00,Mathematicians,Computer and Mathematical Occupations,25071.91239230769,271.0477015384615,11.29365423076923,2220.0,24.0,22142.04775384615,239.3734892307692,88.31415572686647,88.31415572686649,0.010810810810810811,1.0146271638864266
15-2031.00,Operations Research Analysts,Computer and Mathematical Occupations,1050814.1382461537,10629.05911923077,9.751430384615384,107760.0,1090.0,446874.79319999996,4520.17005,42.52653032874586,42.52653032874585,0.010115070527097253,0.9493298422313377
15-2041.00,Statisticians,Computer and Mathematical Occupations,757381.4071538461,8336.278575384615,25.41548346153846,29800.0,328.0,466389.16369230766,5133.410929230769,61.57916728441295,61.57916728441296,0.011006711409395974,1.0330130252454424
15-2041.01,Biostatisticians,Computer and Mathematical Occupations,211187.32769230765,2324.477969230769,7.086823076923076,29800.0,328.0,84107.4283076923,925.7461907692307,39.82598256569343,39.82598256569343,0.011006711409395973,1.0330130252454421
15-2051.01,Business Intelligence Analysts,Computer and Mathematical Occupations,4104048.035384615,84914.9760576923,17.580740384615385,233440.0,4830.0,2539024.615323077,52533.79408846154,61.86634740704563,61.86634740704563,0.020690541466758052,1.9418696502114383
15-2051.02,Clinical Data Managers,Computer and Mathematical Occupations,2772919.0152615383,57373.19586923077,11.87850846153846,233440.0,4830.0,1532718.0176,31712.765699999996,55.27453233088511,55.27453233088511,0.020690541466758052,1.9418696502114383
