task_name,pct,O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,soc_major_group,SOC or O*NET-SOC 2019 Title,task_normalized,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm
act as advisers to student organizations.,0.0067751560240257,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",6144.0,Act as advisers to student organizations.,Supplemental,67.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1081.00,"Education Teachers, Postsecondary",6169.0,Act as advisers to student organizations.,Supplemental,93.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1082.00,"Library Science Teachers, Postsecondary",6191.0,Act as advisers to student organizations.,Supplemental,99.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",6214.0,Act as advisers to student organizations.,Core,103.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1112.00,"Law Teachers, Postsecondary",6234.0,Act as advisers to student organizations.,Supplemental,60.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1113.00,"Social Work Teachers, Postsecondary",6260.0,Act as advisers to student organizations.,Core,65.0,07/2014,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",6285.0,Act as advisers to student organizations.,Supplemental,94.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1122.00,"Communications Teachers, Postsecondary",6305.0,Act as advisers to student organizations.,Supplemental,93.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1123.00,"English Language and Literature Teachers, Postsecondary",6331.0,Act as advisers to student organizations.,Supplemental,121.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",6351.0,Act as advisers to student organizations.,Core,69.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1125.00,"History Teachers, Postsecondary",6371.0,Act as advisers to student organizations.,Supplemental,88.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",6397.0,Act as advisers to student organizations.,Supplemental,91.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1192.00,"Home Economics Teachers, Postsecondary",6414.0,Act as advisers to student organizations.,Supplemental,83.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as advisers to student organizations.,0.0067751560240257,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",6442.0,Act as advisers to student organizations.,Supplemental,104.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.005571991740593753,0.00020023353391085714
act as an advocate for farmers or farmers' groups.,0.0029967036260113,25-9021.00,Farm and Home Management Advisors,10986.0,Act as an advocate for farmers or farmers' groups.,Core,29.0,07/2015,Occupational Expert,25,Educational Instruction and Library Occupations,act as an advocate for farmers or farmers' groups.,1.0,1.0,0.002464534808339489,0.003011204298428592
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,0.012638271814048,41-9021.00,Real Estate Brokers,4603.0,Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,Core,63.0,07/2015,Incumbent,41,Sales and Related Occupations,act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,1.0,1.0,0.01039390766995378,0.012699426823807886
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",0.0114656486560435,41-9022.00,Real Estate Sales Agents,2445.0,"Act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",Core,28.0,06/2009,Occupational Expert,41,Sales and Related Occupations,"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",1.0,1.0,0.009429524484081742,0.011521129489640096
act as liaisons between clients and medical staff.,0.0019543719300074,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5597.0,Act as liaisons between clients and medical staff.,Core,125.0,07/2014,Incumbent,21,Community and Social Service Occupations,act as liaisons between clients and medical staff.,1.0,1.0,0.0016073053097866484,0.001963828890279547
act as liaisons between on-site managers or tenants and owners.,0.0050813670180193,11-9141.00,"Property, Real Estate, and Community Association Managers",7236.0,Act as liaisons between on-site managers or tenants and owners.,Core,26.0,07/2013,Occupational Expert,11,Management Occupations,act as liaisons between on-site managers or tenants and owners.,1.0,1.0,0.004178993805445335,0.005105955114726883
"act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",0.0031269950880118,17-2121.01,Marine Engineers,7425.0,"Act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",Supplemental,78.0,12/2005,Incumbent,17,Architecture and Engineering Occupations,"act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",1.0,1.0,0.002571688495658605,0.0031421262244472354
adapt instructional content or delivery methods for different levels or types of learners.,0.1339396229365089,25-9031.01,Instructional Designers and Technologists,17058.0,Adapt instructional content or delivery methods for different levels or types of learners.,Core,23.0,07/2013,Occupational Expert,25,Educational Instruction and Library Occupations,adapt instructional content or delivery methods for different levels or types of learners.,1.0,1.0,0.11015399056404641,0.13458773994716006
adapt instructional techniques to the age and skill levels of students.,0.0028664121640108,25-2059.01,Adapted Physical Education Specialists,17016.0,Adapt instructional techniques to the age and skill levels of students.,Core,32.0,07/2012,Occupational Expert,25,Educational Instruction and Library Occupations,adapt instructional techniques to the age and skill levels of students.,1.0,1.0,0.0023573811210203743,0.0028802823724099493
adapt software and accompanying technical documents to another language and culture.,0.0039087438600148,27-3091.00,Interpreters and Translators,9339.0,Adapt software and accompanying technical documents to another language and culture.,Supplemental,55.0,07/2012,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations",adapt software and accompanying technical documents to another language and culture.,1.0,1.0,0.003214610619573297,0.003927657780559094
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-2011.00,"Preschool Teachers, Except Special Education",6478.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,153.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-2021.00,"Elementary School Teachers, Except Special Education",6538.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,121.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",6574.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,111.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-2023.00,"Career/Technical Education Teachers, Middle School",6615.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,111.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",6644.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,137.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0962853904183658,25-3021.00,Self-Enrichment Education Teachers,8664.0,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,94.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,adapt teaching methods and instructional materials to meet students' varying needs and interests.,6.0,1.0,0.07918657492882322,0.0161252172212956
adapt text to accommodate musical requirements of composers and singers.,0.0220192570780836,27-3043.05,"Poets, Lyricists and Creative Writers",11058.0,Adapt text to accommodate musical requirements of composers and singers.,Supplemental,32.0,12/2006,Occupational Expert,27,"Arts, Design, Entertainment, Sports, and Media Occupations",adapt text to accommodate musical requirements of composers and singers.,1.0,1.0,0.018108973156929758,0.022125805497149792
adapt the quantity of ingredients to match the amount of items to be baked.,0.0201951766100767,51-3011.00,Bakers,11922.0,Adapt the quantity of ingredients to match the amount of items to be baked.,Core,84.0,07/2015,Incumbent,51,Production Occupations,adapt the quantity of ingredients to match the amount of items to be baked.,1.0,1.0,0.016608821534462224,0.02029289853288889
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",0.0269703326341024,27-3091.00,Interpreters and Translators,9334.0,"Adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",Supplemental,56.0,07/2012,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",1.0,1.0,0.02218081327505598,0.027100838685858032
"address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",0.0026058292400099,13-1071.00,Human Resources Specialists,18852.0,"Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations,"address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",1.0,1.0,0.0021430737463822252,0.002618438520372763
"address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements.",0.0036481609360138,21-1021.00,"Child, Family, and School Social Workers",243.0,"Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements.",Core,87.0,06/2009,Incumbent,21,Community and Social Service Occupations,"address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements.",1.0,1.0,0.0030003032449350663,0.003665813928521808
address public audiences to explain program objectives and to elicit support.,0.0042996182460163,25-9031.00,Instructional Coordinators,6876.0,Address public audiences to explain program objectives and to elicit support.,Core,90.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,address public audiences to explain program objectives and to elicit support.,1.0,1.0,0.003536071681530643,0.004320423558615024
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",0.1963492332347461,15-2021.00,Mathematicians,7373.0,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations,"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",1.0,1.0,0.16148060678990078,0.19729934251008782
"adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",0.0040390353220153,19-4051.01,Nuclear Equipment Operation Technicians,18620.0,"Adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",Supplemental,69.0,06/2010,Incumbent,19,"Life, Physical, and Social Science Occupations","adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",1.0,1.0,0.0033217643068924117,0.004058579706577737
"adjust controls to regulate temperature, pressure, feed, or flow of liquids or gases and times of prescribed reactions, according to knowledge of equipment and processes.",0.0057328243280217,51-9011.00,Chemical Equipment Operators and Tenders,12333.0,"Adjust controls to regulate temperature, pressure, feed, or flow of liquids or gases and times of prescribed reactions, according to knowledge of equipment and processes.",Core,66.0,07/2015,Incumbent,51,Production Occupations,"adjust controls to regulate temperature, pressure, feed, or flow of liquids or gases and times of prescribed reactions, according to knowledge of equipment and processes.",1.0,1.0,0.00471476224204083,0.005760564744819999
"adjust functional parts of devices or control instruments, using hand tools, levels, plumb bobs, or straightedges.",0.0045602011700173,49-9071.00,"Maintenance and Repair Workers, General",3030.0,"Adjust functional parts of devices or control instruments, using hand tools, levels, plumb bobs, or straightedges.",Core,243.0,07/2014,Incumbent,49,"Installation, Maintenance, and Repair Occupations","adjust functional parts of devices or control instruments, using hand tools, levels, plumb bobs, or straightedges.",1.0,1.0,0.003750379056168874,0.004582267410652311
adjust sales scripts to better target the needs and interests of specific individuals.,0.0071660304100272,41-9041.00,Telemarketers,4623.0,Adjust sales scripts to better target the needs and interests of specific individuals.,Core,109.0,12/2004,Incumbent,41,Sales and Related Occupations,adjust sales scripts to better target the needs and interests of specific individuals.,1.0,1.0,0.005893452802551099,0.007200705931025073
"adjust, maintain, or repair laboratory equipment such as microscopes.",0.0023452463160089,29-2011.02,Cytotechnologists,17406.0,"Adjust, maintain, or repair laboratory equipment such as microscopes.",Core,26.0,07/2014,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,"adjust, maintain, or repair laboratory equipment such as microscopes.",1.0,1.0,0.0019287663717439947,0.002356594668335477
"adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons.",0.0020846633920079,49-2091.00,Avionics Technicians,9939.0,"Adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons.",Core,87.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations","adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons.",1.0,1.0,0.001714458997105764,0.0020947508162981908
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,0.0304882021081158,15-1199.12,Document Management Specialists,16237.0,Administer document and system access rights and revision control to ensure security of system and integrity of master documents.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations,administer document and system access rights and revision control to ensure security of system and integrity of master documents.,1.0,1.0,0.02507396283267201,0.030635730688361295
"administer highway planning, construction, or maintenance.",0.0045602011700173,11-9041.00,Architectural and Engineering Managers,1073.0,"Administer highway planning, construction, or maintenance.",Supplemental,125.0,07/2012,Incumbent,11,Management Occupations,"administer highway planning, construction, or maintenance.",1.0,1.0,0.003750379056168874,0.004582267410652311
administer online purchasing systems.,0.012898854738049,11-3061.00,Purchasing Managers,1035.0,Administer online purchasing systems.,Core,24.0,06/2009,Occupational Expert,11,Management Occupations,administer online purchasing systems.,1.0,1.0,0.01060821504459201,0.012961270675845172
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,0.0071660304100272,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",6666.0,Administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,Core,134.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,3.0,1.0,0.005893452802551099,0.0024002353103416913
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,0.0071660304100272,25-2053.00,"Special Education Teachers, Middle School",6764.0,Administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,Core,100.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,3.0,1.0,0.005893452802551099,0.0024002353103416913
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,0.0071660304100272,25-2054.00,"Special Education Teachers, Secondary School",6812.0,Administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,Core,135.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,3.0,1.0,0.005893452802551099,0.0024002353103416913
"administer systems and programs to reduce loss, maintain inventory control, or increase safety.",0.0026058292400099,11-9199.08,Loss Prevention Managers,15807.0,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,25.0,07/2012,Occupational Expert,11,Management Occupations,"administer systems and programs to reduce loss, maintain inventory control, or increase safety.",1.0,1.0,0.0021430737463822252,0.002618438520372763
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",0.0083386535680316,29-1199.04,Naturopathic Physicians,18408.0,"Administer treatments or therapies, such as homeopathy, hydrotherapy, Oriental or Ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",Core,21.0,07/2013,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",1.0,1.0,0.006857835988423056,0.008379003265192763
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",0.0100324425740381,29-1199.04,Naturopathic Physicians,18409.0,"Administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Core,21.0,07/2013,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",1.0,1.0,0.008250833923571555,0.010080988303435123
"administer, proctor, or score academic or diagnostic assessments.",0.01315943766205,25-3099.02,Tutors,17035.0,"Administer, proctor, or score academic or diagnostic assessments.",Supplemental,26.0,07/2014,Occupational Expert,25,Educational Instruction and Library Occupations,"administer, proctor, or score academic or diagnostic assessments.",1.0,1.0,0.010822522419230242,0.013223114527882458
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",0.0168075985980638,29-1131.00,Veterinarians,18532.0,"Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",Core,80.0,07/2013,Incumbent,29,Healthcare Practitioners and Technical Occupations,"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",1.0,1.0,0.013822825664165308,0.016888928456404266
"advise attorneys, juries, litigants, and court personnel regarding conduct, issues, and proceedings.",0.0035178694740133,23-1023.00,"Judges, Magistrate Judges, and Magistrates",5650.0,"Advise attorneys, juries, litigants, and court personnel regarding conduct, issues, and proceedings.",Core,117.0,07/2011,Incumbent,23,Legal Occupations,"advise attorneys, juries, litigants, and court personnel regarding conduct, issues, and proceedings.",1.0,1.0,0.0028931495576159506,0.0035348920025031648
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",0.0151138095920574,11-2021.00,Marketing Managers,962.0,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",Supplemental,113.0,07/2015,Incumbent,11,Management Occupations,"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",1.0,1.0,0.012429827729016891,0.015186943418162006
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",0.012638271814048,27-1025.00,Interior Designers,1736.0,"Advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",Core,27.0,06/2009,Occupational Expert,27,"Arts, Design, Entertainment, Sports, and Media Occupations","advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",1.0,1.0,0.01039390766995378,0.012699426823807886
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.0143320608200544,23-1011.00,Lawyers,3773.0,"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",Core,126.0,06/2009,Incumbent,23,Legal Occupations,"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",1.0,1.0,0.011786905605102198,0.014401411862050146
advise clients on financial and legal matters such as investments and taxes.,0.0284035387161079,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12875.0,Advise clients on financial and legal matters such as investments and taxes.,Supplemental,133.0,06/2007,Incumbent,13,Business and Financial Operations Occupations,advise clients on financial and legal matters such as investments and taxes.,1.0,1.0,0.02335950383556625,0.028540979872063107
advise clients on how they could be helped by counseling.,0.0216283826920821,19-3031.03,Counseling Psychologists,9149.0,Advise clients on how they could be helped by counseling.,Core,64.0,07/2012,Incumbent,19,"Life, Physical, and Social Science Occupations",advise clients on how they could be helped by counseling.,1.0,1.0,0.017787512094972414,0.021733039719093863
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.0571979518182173,41-9022.00,Real Estate Sales Agents,2458.0,"Advise clients on market conditions, prices, mortgages, legal requirements and related matters.",Core,27.0,06/2009,Occupational Expert,41,Sales and Related Occupations,"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",1.0,1.0,0.04704046873308985,0.05747472552218215
