task_name,pct,O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,soc_major_group,SOC or O*NET-SOC 2019 Title,task_normalized,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm
act as advisers to student organizations.,0.0067751560240257,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",6285.0,Act as advisers to student organizations.,Supplemental,94.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1122.00,"Communications Teachers, Postsecondary",6305.0,Act as advisers to student organizations.,Supplemental,93.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1123.00,"English Language and Literature Teachers, Postsecondary",6331.0,Act as advisers to student organizations.,Supplemental,121.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1125.00,"History Teachers, Postsecondary",6371.0,Act as advisers to student organizations.,Supplemental,88.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",6397.0,Act as advisers to student organizations.,Supplemental,91.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1192.00,"Home Economics Teachers, Postsecondary",6414.0,Act as advisers to student organizations.,Supplemental,83.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
act as advisers to student organizations.,0.0067751560240257,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",6442.0,Act as advisers to student organizations.,Supplemental,104.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,act as advisers to student organizations.,34.0,1.0,0.0447585191816075,0.0016167524748516757
"act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",0.0031269950880118,17-2121.01,Marine Engineers,7425.0,"Act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",Supplemental,78.0,12/2005,Incumbent,17,Architecture and Engineering Occupations,"act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",1.0,1.0,0.02065777808381844,0.02537057729767196
adapt software and accompanying technical documents to another language and culture.,0.0039087438600148,27-3091.00,Interpreters and Translators,9339.0,Adapt software and accompanying technical documents to another language and culture.,Supplemental,55.0,07/2012,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations",adapt software and accompanying technical documents to another language and culture.,1.0,1.0,0.02582222260477338,0.03171322162209035
adapt text to accommodate musical requirements of composers and singers.,0.0220192570780836,27-3043.05,"Poets, Lyricists and Creative Writers",11058.0,Adapt text to accommodate musical requirements of composers and singers.,Supplemental,32.0,12/2006,Occupational Expert,27,"Arts, Design, Entertainment, Sports, and Media Occupations",adapt text to accommodate musical requirements of composers and singers.,1.0,1.0,0.14546518734022487,0.1786511484711108
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",0.0269703326341024,27-3091.00,Interpreters and Translators,9334.0,"Adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",Supplemental,56.0,07/2012,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",1.0,1.0,0.1781733359729382,0.2188212291924257
"adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",0.0040390353220153,19-4051.01,Nuclear Equipment Operation Technicians,18620.0,"Adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",Supplemental,69.0,06/2010,Incumbent,19,"Life, Physical, and Social Science Occupations","adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",1.0,1.0,0.02668296335826587,0.032770329009493414
"administer highway planning, construction, or maintenance.",0.0045602011700173,11-9041.00,Architectural and Engineering Managers,1073.0,"Administer highway planning, construction, or maintenance.",Supplemental,125.0,07/2012,Incumbent,11,Management Occupations,"administer highway planning, construction, or maintenance.",1.0,1.0,0.030125926372235833,0.036998758559105685
"administer, proctor, or score academic or diagnostic assessments.",0.01315943766205,25-3099.02,Tutors,17035.0,"Administer, proctor, or score academic or diagnostic assessments.",Supplemental,26.0,07/2014,Occupational Expert,25,Educational Instruction and Library Occupations,"administer, proctor, or score academic or diagnostic assessments.",1.0,1.0,0.08693481610273819,0.10676784612770558
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",0.0151138095920574,11-2021.00,Marketing Managers,962.0,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",Supplemental,113.0,07/2015,Incumbent,11,Management Occupations,"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",1.0,1.0,0.09984592740512489,0.12262445693875076
advise clients on financial and legal matters such as investments and taxes.,0.0284035387161079,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12875.0,Advise clients on financial and legal matters such as investments and taxes.,Supplemental,133.0,06/2007,Incumbent,13,Business and Financial Operations Occupations,advise clients on financial and legal matters such as investments and taxes.,1.0,1.0,0.18764148426135557,0.23044941045385942
"advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",0.0066448645620252,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3711.0,"Advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",Supplemental,24.0,07/2013,Occupational Expert,19,"Life, Physical, and Social Science Occupations","advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",1.0,1.0,0.043897778428115014,0.053912476757553916
advise corporations on issues involving corporate image projects or problems.,0.0142017693580539,27-1021.00,Commercial and Industrial Designers,6912.0,Advise corporations on issues involving corporate image projects or problems.,Supplemental,68.0,06/2010,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations",advise corporations on issues involving corporate image projects or problems.,1.0,1.0,0.09382074213067745,0.11522470522692929
advise customer about or perform maintenance of software system.,0.0076871962580292,15-1133.00,"Software Developers, Systems Software",3452.0,Advise customer about or perform maintenance of software system.,Supplemental,114.0,07/2013,Incumbent,15,Computer and Mathematical Occupations,advise customer about or perform maintenance of software system.,1.0,1.0,0.05078370445605493,0.06236933585677844
advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,0.0027361207020103,11-2022.00,Sales Managers,8.0,Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,Supplemental,21.0,06/2008,Occupational Expert,11,Management Occupations,advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,1.0,1.0,0.018075555823340972,0.022199255135462757
advise farm groups or growers on land preparation or livestock care techniques that will maximize the quantity and quality of production.,0.0036481609360138,13-1021.00,"Buyers and Purchasing Agents, Farm Products",12889.0,Advise farm groups or growers on land preparation or livestock care techniques that will maximize the quantity and quality of production.,Supplemental,70.0,07/2013,Incumbent,13,Business and Financial Operations Occupations,advise farm groups or growers on land preparation or livestock care techniques that will maximize the quantity and quality of production.,1.0,1.0,0.0241007410977884,0.02959900684728422
advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,0.011335357194043,45-2011.00,Agricultural Inspectors,14867.0,Advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,Supplemental,92.0,07/2013,Incumbent,45,"Farming, Fishing, and Forestry Occupations",advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,1.0,1.0,0.07488444555384333,0.09196834270406265
"advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",0.0027361207020103,13-2011.01,Accountants,122.0,"Advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",Supplemental,192.0,06/2009,Incumbent,13,Business and Financial Operations Occupations,"advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",1.0,1.0,0.018075555823340972,0.022199255135462757
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.051334836028195,19-3032.00,Industrial-Organizational Psychologists,7564.0,"Advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",Supplemental,68.0,07/2012,Incumbent,19,"Life, Physical, and Social Science Occupations","advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",1.0,1.0,0.3391318568760278,0.4165003106367916
advise or assist in obtaining patents or meeting other legal requirements.,0.0143320608200544,11-9121.00,Natural Sciences Managers,7216.0,Advise or assist in obtaining patents or meeting other legal requirements.,Supplemental,69.0,07/2014,Incumbent,11,Management Occupations,advise or assist in obtaining patents or meeting other legal requirements.,1.0,1.0,0.09468148288416994,0.11628181261433236
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.0028664121640108,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",2763.0,"Advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",Supplemental,131.0,07/2015,Incumbent,43,Office and Administrative Support Occupations,"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",1.0,1.0,0.01893629657683346,0.023256362522865826
"advise students on internships, prospective employers, and job placement services.",0.0031269950880118,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,6855.0,"Advise students on internships, prospective employers, and job placement services.",Supplemental,65.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,"advise students on internships, prospective employers, and job placement services.",1.0,1.0,0.02065777808381844,0.02537057729767196
"aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",0.0022149548540084,29-2053.00,Psychiatric Technicians,6952.0,"Aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",Supplemental,66.0,07/2014,Incumbent,29,Healthcare Practitioners and Technical Occupations,"aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",1.0,1.0,0.01463259280937167,0.017970825585851304
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.0178499302940678,19-3091.01,Anthropologists,5500.0,"Analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",Supplemental,27.0,07/2011,Occupational Expert,19,"Life, Physical, and Social Science Occupations","analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",1.0,1.0,0.11792148322846652,0.14482371207421435
analyze and classify risks and investments to determine their potential impacts on companies.,0.0375239410561425,11-3031.02,"Financial Managers, Branch or Department",8892.0,Analyze and classify risks and investments to determine their potential impacts on companies.,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,analyze and classify risks and investments to determine their potential impacts on companies.,1.0,1.0,0.24789333700582722,0.30444692757207076
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.0681424346262589,29-2012.00,Medical and Clinical Laboratory Technicians,1905.0,"Analyze and record test data to issue reports that use charts, graphs, or narratives.",Supplemental,118.0,07/2014,Incumbent,29,Healthcare Practitioners and Technical Occupations,"analyze and record test data to issue reports that use charts, graphs, or narratives.",1.0,1.0,0.45016741407655503,0.5528671636117822
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.1656004482026292,13-2011.01,Accountants,114.0,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",Supplemental,192.0,06/2009,Incumbent,13,Business and Financial Operations Occupations,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",1.0,1.0,1.0940014976889132,1.3435834893892453
analyze characteristics of animals to identify and classify them.,0.0396086044481505,19-1023.00,Zoologists and Wildlife Biologists,1494.0,Analyze characteristics of animals to identify and classify them.,Supplemental,64.0,06/2010,Incumbent,19,"Life, Physical, and Social Science Occupations",analyze characteristics of animals to identify and classify them.,1.0,1.0,0.26166518906170705,0.3213606457705198
analyze clinical data using appropriate statistical tools.,0.011595940118044,15-2041.02,Clinical Data Managers,16283.0,Analyze clinical data using appropriate statistical tools.,Supplemental,21.0,06/2010,Occupational Expert,15,Computer and Mathematical Occupations,analyze clinical data using appropriate statistical tools.,1.0,1.0,0.07660592706082832,0.0940825574788688
analyze customer bills and utility rate structures to select optimal rate structures for customers.,0.0020846633920079,41-3099.01,Energy Brokers,17650.0,Analyze customer bills and utility rate structures to select optimal rate structures for customers.,Supplemental,76.0,07/2014,Incumbent,41,Sales and Related Occupations,analyze customer bills and utility rate structures to select optimal rate structures for customers.,1.0,1.0,0.01377185205587918,0.01691371819844824
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.0036481609360138,19-2041.00,"Environmental Scientists and Specialists, Including Health",1520.0,"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",Supplemental,103.0,07/2013,Incumbent,19,"Life, Physical, and Social Science Occupations","analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",1.0,1.0,0.0241007410977884,0.02959900684728422
"analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",0.0023452463160089,19-3032.00,Industrial-Organizational Psychologists,7572.0,"Analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",Supplemental,67.0,07/2012,Incumbent,19,"Life, Physical, and Social Science Occupations","analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",1.0,1.0,0.015493333562864161,0.019027932973254374
"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",0.0022149548540084,53-2021.00,Air Traffic Controllers,12746.0,"Analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",Supplemental,156.0,07/2014,Incumbent,53,Transportation and Material Moving Occupations,"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",1.0,1.0,0.01463259280937167,0.017970825585851304
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.0269703326341024,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9718.0,Analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,Supplemental,126.0,07/2015,Incumbent,43,Office and Administrative Support Occupations,analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,1.0,1.0,0.1781733359729382,0.2188212291924257
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.0049510755560188,13-2041.00,Credit Analysts,1259.0,"Analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",Supplemental,29.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations,"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",1.0,1.0,0.0327081486327133,0.04017008072131487
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.0969368477283683,15-1132.00,"Software Developers, Applications",3437.0,"Analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",Supplemental,85.0,06/2009,Incumbent,15,Computer and Mathematical Occupations,"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",1.0,1.0,0.6403911205983882,0.7864878962278509
analyze new medical procedures to forecast likely outcomes.,0.0019543719300074,17-2031.00,Biomedical Engineers,8980.0,Analyze new medical procedures to forecast likely outcomes.,Supplemental,20.0,06/2010,Occupational Expert,17,Architecture and Engineering Occupations,analyze new medical procedures to forecast likely outcomes.,1.0,1.0,0.01291111130238669,0.015856610811045176
"analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",0.0028664121640108,17-2199.10,Wind Energy Engineers,16562.0,"Analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",Supplemental,114.0,07/2012,Incumbent,17,Architecture and Engineering Occupations,"analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",1.0,1.0,0.01893629657683346,0.023256362522865826
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.3454026657633125,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3364.0,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",Supplemental,19.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations,"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",1.0,1.0,2.2818237375085055,2.802391684005422
"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",0.0058631157900222,51-5111.00,Prepress Technicians and Workers,10427.0,"Analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",Supplemental,163.0,06/2006,Incumbent,51,Production Occupations,"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",1.0,1.0,0.03873333390716007,0.04756983243313552
analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,0.0029967036260113,17-2112.00,Industrial Engineers,1391.0,Analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,Supplemental,98.0,06/2010,Incumbent,17,Architecture and Engineering Occupations,analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,1.0,1.0,0.01979703733032595,0.02431346991026889
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.0153743925160584,11-3111.00,Compensation and Benefits Managers,3278.0,Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,Supplemental,21.0,06/2008,Occupational Expert,11,Management Occupations,analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,2.0,1.0,0.10156740891210986,0.06236933585677844
analyze target companies or investment opportunities to inform investment decisions.,0.0525074591861995,41-3031.03,Securities and Commodities Traders,17624.0,Analyze target companies or investment opportunities to inform investment decisions.,Supplemental,63.0,07/2015,Incumbent,41,Sales and Related Occupations,analyze target companies or investment opportunities to inform investment decisions.,1.0,1.0,0.3468785236574603,0.42601427712341927
"analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",0.0026058292400099,17-3011.01,Architectural Drafters,166.0,"Analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",Supplemental,56.0,06/2010,Incumbent,17,Architecture and Engineering Occupations,"analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",1.0,1.0,0.017214815069849138,0.021142147748060502
"analyze test data, making computations as necessary, to determine test results.",0.146838477674558,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",12481.0,"Analyze test data, making computations as necessary, to determine test results.",Supplemental,219.0,07/2012,Incumbent,51,Production Occupations,"analyze test data, making computations as necessary, to determine test results.",1.0,1.0,0.9700548291859998,1.1913600256032104
"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",0.0032572865500123,29-1141.01,Acute Care Nurses,18297.0,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Supplemental,28.0,07/2014,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",1.0,1.0,0.02151851883731093,0.02642768468507502
answer inquiries regarding shipping or mailing policies.,0.0020846633920079,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",13284.0,Answer inquiries regarding shipping or mailing policies.,Supplemental,134.0,06/2007,Incumbent,43,Office and Administrative Support Occupations,answer inquiries regarding shipping or mailing policies.,1.0,1.0,0.01377185205587918,0.01691371819844824
"answer questions from passengers concerning train rules, stations, and timetable information.",0.0070357389480267,53-4021.00,"Railroad Brake, Signal, and Switch Operators",14456.0,"Answer questions from passengers concerning train rules, stations, and timetable information.",Supplemental,123.0,06/2007,Incumbent,53,Transportation and Material Moving Occupations,"answer questions from passengers concerning train rules, stations, and timetable information.",1.0,1.0,0.04648000068859248,0.05708379891976312
answer questions from the public and media.,0.0102930254980391,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",20070.0,Answer questions from the public and media.,Supplemental,64.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,answer questions from the public and media.,1.0,1.0,0.06799851952590408,0.08351148360483895
"answer simple questions about clients' businesses, using reference files.",0.0028664121640108,43-2011.00,"Switchboard Operators, Including Answering Service",4642.0,"Answer simple questions about clients' businesses, using reference files.",Supplemental,128.0,07/2013,Incumbent,43,Office and Administrative Support Occupations,"answer simple questions about clients' businesses, using reference files.",1.0,1.0,0.01893629657683346,0.023256362522865826
"approve, prepare, monitor, and adjust operational budgets.",0.0032572865500123,15-1111.00,Computer and Information Research Scientists,14636.0,"Approve, prepare, monitor, and adjust operational budgets.",Supplemental,109.0,06/2008,Incumbent,15,Computer and Mathematical Occupations,"approve, prepare, monitor, and adjust operational budgets.",1.0,1.0,0.02151851883731093,0.02642768468507502
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.0020846633920079,51-5111.00,Prepress Technicians and Workers,10432.0,"Arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",Supplemental,162.0,06/2006,Incumbent,51,Production Occupations,"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",1.0,1.0,0.01377185205587918,0.01691371819844824
"arrange conference, meeting, or travel reservations for office personnel.",0.0036481609360138,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2812.0,"Arrange conference, meeting, or travel reservations for office personnel.",Supplemental,142.0,07/2012,Incumbent,43,Office and Administrative Support Occupations,"arrange conference, meeting, or travel reservations for office personnel.",1.0,1.0,0.0241007410977884,0.02959900684728422
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.0238433375460906,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2701.0,Arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,Supplemental,96.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,1.0,1.0,0.15751555788911972,0.19345065189475372
